playerId,matchId,teamId,vaep,num_events,minutes_played,vaep_per90,role
9097,2499826,1651,0.049443838084698655,78,90.0,0.049443838084698655,DF
9097,2499831,1651,0.026261560909915715,84,90.0,0.026261560909915715,DF
9097,2499843,1651,-0.9909418726165313,69,90.0,-0.9909418726165313,DF
9097,2499851,1651,0.04429220632300712,74,90.0,0.04429220632300712,DF
9097,2499861,1651,-0.9942050306126475,89,90.0,-0.9942050306126475,DF
9097,2499871,1651,0.011938280542381108,57,90.0,0.011938280542381108,DF
9097,2499888,1651,0.012348674470558763,33,90.0,0.012348674470558763,DF
9097,2499891,1651,0.032976397342281416,87,90.0,0.032976397342281416,DF
9097,2499900,1651,0.023239912814460695,76,90.0,0.023239912814460695,DF
9097,2499910,1651,0.014078032501856796,54,90.0,0.014078032501856796,DF
9097,2499925,1651,0.003605925405281596,89,90.0,0.003605925405281596,DF
9097,2499930,1651,0.022518367492011748,85,90.0,0.022518367492011748,DF
9097,2499948,1651,0.014233441470423713,83,90.0,0.014233441470423713,DF
9097,2499950,1651,-0.9798301565169822,57,90.0,-0.9798301565169822,DF
9097,2499965,1651,0.02851258406008128,51,90.0,0.02851258406008128,DF
9097,2499971,1651,-0.9818388127168873,70,90.0,-0.9818388127168873,DF
9097,2499985,1651,0.024764075060375035,43,90.0,0.024764075060375035,DF
9097,2499991,1651,-0.9932253467559349,72,90.0,-0.9932253467559349,DF
9097,2499999,1651,1.0078051257733023,35,90.0,1.0078051257733023,DF
9097,2500012,1651,-0.000615885597653687,56,90.0,-0.000615885597653687,DF
9097,2500024,1651,0.03854739427333698,46,90.0,0.03854739427333698,DF
9097,2500030,1651,0.004654590113204904,76,90.0,0.004654590113204904,DF
9097,2500041,1651,0.030604044077335857,71,90.0,0.030604044077335857,DF
9097,2500050,1651,-1.0057303487410536,81,90.0,-1.0057303487410536,DF
9097,2500061,1651,0.03193099659984,55,90.0,0.03193099659984,DF
9097,2500069,1651,0.07312294549774379,76,90.0,0.07312294549774379,DF
9097,2500081,1651,0.02855277803610079,52,90.0,0.02855277803610079,DF
9097,2500092,1651,-0.9781727909721667,49,90.0,-0.9781727909721667,DF
9123,2499730,1646,-0.014898536610417068,16,45.0,-0.029797073220834136,FW
9123,2499746,1646,0.01567465710104443,18,45.0,0.03134931420208886,FW
9123,2499751,1646,-0.009428573219338432,17,45.0,-0.018857146438676864,FW
9123,2499763,1646,-0.00758703745668754,11,45.0,-0.01517407491337508,FW
9123,2499771,1646,-0.0015801704430487007,8,45.0,-0.0031603408860974014,FW
9123,2499782,1646,0.0037867211212869734,8,45.0,0.007573442242573947,FW
