,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Alfred Gomis,1,SEN,GK,24-050,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,9,23,39.1,0,7,0,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Bartosz Salamon,21,POL,CB,26-177,90,0,0,0,0,2,1,0,0,52,2,4,3,0.1,0.1,0.0,1,0,23,30,76.7,0,17,1,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Eros Schiavon,18,ITA,CM,34-184,90,0,0,0,0,0,0,0,0,38,2,0,3,0.0,0.0,0.0,1,0,19,29,65.5,0,19,0,1,1,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Federico Bonazzoli,9,ITA,FW,20-157,20,0,0,0,0,1,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,7,7,100.0,0,10,1,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Federico Mattiello,14,ITA,"WB,RB",22-103,90,0,1,0,0,1,0,0,0,53,6,6,3,0.0,0.0,0.5,1,1,31,34,91.2,3,22,2,2,1,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Federico Viviani,77,ITA,CM,25-215,90,0,0,0,0,0,0,0,0,75,3,5,2,0.0,0.0,0.0,1,0,51,59,86.4,9,34,0,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Felipe dal Belo,27,BRA,CB,33-086,90,0,0,0,0,0,0,0,0,56,1,2,2,0.0,0.0,0.0,0,0,39,46,84.8,2,25,0,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Filippo Costa,33,ITA,LB,22-157,27,0,0,0,0,0,0,0,0,26,0,1,0,0.0,0.0,0.0,0,0,23,25,92.0,2,13,2,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Luca Mora,20,ITA,LM,29-168,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,4,7,57.1,0,5,0,1,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Luca Rizzo,11,ITA,"CM,LM",25-184,77,0,0,0,0,0,0,0,0,29,2,1,2,0.0,0.0,0.0,1,0,17,20,85.0,1,17,1,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Manuel Lazzari,29,ITA,"WB,RM",23-330,90,0,0,0,0,0,0,0,0,31,0,0,1,0.0,0.0,0.0,0,0,19,25,76.0,2,19,1,2,1,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Marco Borriello,22,ITA,FW,35-129,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.1,1,0,17,22,77.3,2,18,2,1,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Juventus-SPAL,SPAL,Marios Oikonomou,2,GRE,CB,25-019,63,0,0,0,0,0,0,0,0,31,0,1,0,0.0,0.0,0.0,0,0,19,25,76.0,4,12,0,0,0,6cea36f8
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Adrian Stoian,8,ROU,FW,26-256,11,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,1,0,2,5,40.0,1,3,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Alex Cordaz,1,ITA,GK,34-297,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,9,32,28.1,0,9,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Andrea Barberis,18,ITA,CM,23-318,83,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,0,0,25,31,80.6,3,12,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Andrea Nalini,9,ITA,LM,27-127,90,0,0,0,0,1,0,0,0,24,3,0,2,0.3,0.3,0.0,1,0,13,16,81.3,0,15,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Ante Budimir,17,CRO,FW,26-095,90,0,0,0,0,0,0,1,0,27,3,0,1,0.0,0.0,0.0,0,0,8,15,53.3,3,14,1,1,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Aristóteles Romero,8,VEN,CM,22-007,7,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,4,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Daniel Pavlović,20,BIH,LB,29-186,90,0,0,0,0,0,0,0,0,36,2,0,1,0.0,0.0,0.1,1,0,16,28,57.1,0,11,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Davide Faraoni,37,ITA,RM,26-000,31,0,0,0,0,0,0,0,0,20,4,0,0,0.0,0.0,0.0,0,0,10,15,66.7,1,7,1,1,1,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Federico Ceccherini,7,ITA,CB,25-167,90,0,0,0,0,0,0,0,0,48,2,10,4,0.0,0.0,0.0,0,0,18,24,75.0,1,13,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Giovanni Crociata,89,ITA,FW,20-075,79,0,0,0,0,0,0,0,0,32,2,1,1,0.0,0.0,0.0,1,0,19,26,73.1,0,13,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Marcus Rohdén,6,SWE,RM,26-167,59,0,0,0,0,1,1,0,0,30,1,1,1,0.1,0.1,0.0,0,0,10,21,47.6,4,12,3,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Mario Sampirisi,69,ITA,RB,24-359,90,0,0,0,0,0,0,0,0,55,1,2,3,0.0,0.0,0.4,2,0,34,40,85.0,2,19,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Rolando Mandragora,38,ITA,CM,20-118,90,0,0,0,0,0,0,0,0,38,3,3,2,0.0,0.0,0.0,0,0,23,26,88.5,6,11,0,2,2,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Crotone,Stefan Simić,34,CZE,CB,22-278,90,0,0,0,0,1,1,0,0,33,5,3,1,0.1,0.1,0.0,0,0,8,12,66.7,0,8,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Aleksandar Kolarov,11,SRB,LB,31-349,90,0,0,0,0,3,0,0,0,120,0,2,1,0.1,0.1,0.2,9,1,90,109,82.6,10,78,4,2,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Alessandro Florenzi,24,ITA,RB,26-228,9,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.1,1,0,5,8,62.5,0,5,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Alisson,1,BRA,GK,25-023,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,33,35,94.3,0,22,0,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Cengiz Ünder,17,TUR,RW,20-103,63,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,16,23,69.6,0,17,2,1,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Diego Perotti,8,ARG,LW,29-091,90,1,0,1,1,1,0,0,0,92,0,0,0,0.8,0.0,0.5,10,0,72,83,86.7,10,62,5,7,5,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Edin Džeko,9,BIH,FW,31-222,90,0,0,0,0,7,2,0,0,34,1,1,0,0.9,0.9,0.0,2,0,15,18,83.3,5,25,3,3,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Federico Fazio,20,ARG,CB,30-222,90,0,0,0,0,2,0,0,0,119,1,2,1,0.3,0.3,0.0,1,0,91,106,85.8,7,79,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Gerson,30,BRA,LM,20-158,74,0,0,0,0,1,0,0,0,44,1,1,1,0.0,0.0,0.0,4,1,36,38,94.7,4,36,2,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Grégoire Defrel,23,MTQ,RW,26-130,27,0,0,0,0,2,0,0,0,19,2,0,0,0.2,0.2,0.0,4,0,13,13,100.0,1,13,1,1,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Héctor Moreno,15,MEX,CB,29-281,90,0,0,0,0,0,0,0,0,117,2,2,0,0.0,0.0,0.0,2,0,109,113,96.5,11,99,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Lorenzo Pellegrini,7,ITA,"RM,LM",21-128,16,0,0,0,0,0,0,0,0,14,2,1,1,0.0,0.0,0.0,0,0,8,10,80.0,3,7,1,0,0,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Maxime Gonalons,21,FRA,CM,28-229,90,0,0,0,0,2,0,0,0,75,2,1,1,0.1,0.1,0.0,3,0,58,69,84.1,8,54,4,1,1,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Radja Nainggolan,4,BEL,"RM,LM",29-174,90,0,0,0,0,0,0,0,0,73,0,0,1,0.0,0.0,0.1,1,0,59,68,86.8,5,52,2,3,3,85451a06
ITA-Serie A,1718,2017-10-25 Roma-Crotone,Roma,Rick Karsdorp,26,NED,RB,22-256,81,0,0,0,0,0,0,0,0,65,1,1,0,0.0,0.0,0.0,0,0,48,63,76.2,4,40,2,1,0,85451a06
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Alessandro Matri,10,ITA,FW,33-067,33,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,3,0,7,8,87.5,2,6,0,1,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Andrea Consigli,47,ITA,GK,30-271,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,42,45,93.3,0,24,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Antonino Ragusa,90,ITA,RW,27-212,15,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,7,10,70.0,1,8,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Davide Biondini,8,ITA,CM,34-274,28,0,0,0,0,0,0,0,0,30,1,1,0,0.0,0.0,0.0,0,0,23,27,85.2,1,14,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Diego Falcinelli,11,ITA,FW,26-121,57,0,0,0,0,3,1,0,0,13,0,0,0,0.2,0.2,0.0,2,0,4,8,50.0,0,8,1,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Domenico Berardi,25,ITA,RW,23-085,75,0,0,0,0,3,1,0,0,56,1,0,0,0.1,0.1,0.1,3,0,29,46,63.0,3,31,2,3,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Federico Peluso,13,ITA,LB,33-278,90,0,0,0,0,1,1,1,0,79,2,1,1,0.0,0.0,0.0,0,0,49,69,71.0,11,32,2,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Francesco Acerbi,15,ITA,CB,29-257,90,0,0,0,0,0,0,0,0,88,1,0,0,0.0,0.0,0.0,0,0,67,76,88.2,10,54,0,3,2,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Francesco Magnanelli,4,ITA,CM,32-347,62,0,0,0,0,0,0,0,0,74,0,0,0,0.0,0.0,0.0,2,0,64,73,87.7,8,31,1,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Marcello Gazzola,23,ITA,RB,32-205,90,0,0,0,0,0,0,0,0,88,0,0,1,0.0,0.0,0.0,2,0,61,85,71.8,6,37,2,1,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Matteo Politano,16,ITA,LW,24-083,90,0,0,0,0,3,1,0,0,61,1,0,0,0.2,0.2,0.1,4,0,32,46,69.6,2,38,5,5,2,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Paolo Cannavaro,28,ITA,CB,36-121,90,0,0,0,0,0,0,1,0,75,1,3,0,0.0,0.0,0.0,1,0,53,67,79.1,6,39,3,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Simone Missiroli,7,ITA,LM,31-155,90,0,0,0,0,2,0,0,0,59,2,2,2,0.1,0.1,0.0,0,0,37,47,78.7,6,32,5,2,1,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Sassuolo,Stefano Sensi,12,ITA,RM,22-081,90,0,0,0,0,0,0,0,0,85,2,0,1,0.0,0.0,0.1,3,0,66,77,85.7,10,41,3,2,2,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Albano Bizzarri,1,ARG,GK,39-350,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,11,31,35.5,0,15,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Ali Adnan Kadhim,53,IRQ,LB,23-310,90,0,0,0,0,0,0,0,0,48,6,4,1,0.0,0.0,0.0,0,0,20,31,64.5,1,22,0,1,1,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Antonín Barák,72,CZE,CM,22-326,90,1,0,0,0,2,1,0,0,42,2,1,1,0.3,0.3,0.0,0,0,20,32,62.5,2,26,4,3,2,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Danilo Larangeira,5,BRA,CB,33-168,90,0,0,0,0,1,0,0,0,43,0,6,2,0.1,0.1,0.1,1,0,21,29,72.4,0,16,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Emil Hallfreðsson,23,ISL,RM,33-118,17,0,0,0,0,0,0,0,0,18,1,0,2,0.0,0.0,0.0,0,0,10,14,71.4,0,6,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Jakub Jankto,14,CZE,CM,21-279,90,0,0,0,0,0,0,1,0,48,1,2,6,0.0,0.0,0.3,6,0,28,37,75.7,6,26,1,1,1,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Jens Stryger Larsen,19,DEN,RB,26-246,90,0,0,0,0,1,0,1,0,52,0,3,2,0.1,0.1,0.0,0,0,36,43,83.7,2,20,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Kevin Lasagna,15,ITA,LM,25-076,63,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,1,1,8,15,53.3,0,12,1,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Maxi López,20,ARG,FW,33-205,40,0,0,0,0,1,0,0,0,15,1,0,0,0.1,0.1,0.0,1,0,9,13,69.2,1,12,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Rodrigo De Paul,10,ARG,LM,23-154,27,0,0,0,0,0,0,0,0,25,1,0,1,0.0,0.0,0.0,1,0,12,16,75.0,1,17,3,5,4,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Ryder Matos,7,BRA,RM,24-240,73,0,0,0,0,1,0,0,0,30,3,0,2,0.1,0.1,0.1,2,0,8,15,53.3,1,24,2,2,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Samir Santos,3,BRA,CB,22-324,90,0,0,0,0,0,0,1,0,34,1,3,0,0.0,0.0,0.0,1,0,13,19,68.4,0,11,0,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Stipe Perica,18,CRO,FW,22-110,50,0,1,0,0,1,0,0,0,26,1,0,0,0.1,0.1,0.3,2,1,14,19,73.7,3,20,1,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-25 Sassuolo-Udinese,Udinese,Valon Behrami,85,SUI,DM,32-189,90,0,0,0,0,1,1,0,0,48,5,1,6,0.0,0.0,0.0,0,0,22,29,75.9,0,17,1,0,0,97d5ad7d
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Alex Sandro,12,BRA,LB,26-275,20,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,1,0,17,22,77.3,1,14,1,1,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Andrea Barzagli,15,ITA,RB,36-173,26,0,0,0,0,0,0,0,0,23,1,1,0,0.0,0.0,0.0,0,0,16,19,84.2,2,8,1,1,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Blaise Matuidi,14,FRA,DM,30-202,10,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,9,9,100.0,1,4,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Daniele Rugani,24,ITA,CB,23-091,90,0,0,0,0,0,0,0,0,38,0,1,1,0.0,0.0,0.0,0,0,27,33,81.8,1,23,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Gianluigi Buffon,1,ITA,GK,39-273,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,19,32,59.4,0,14,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Giorgio Chiellini,3,ITA,CB,33-075,90,0,0,0,0,1,0,0,0,65,1,4,2,0.0,0.0,0.0,0,0,37,50,74.0,4,28,1,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Gonzalo Higuaín,9,ARG,FW,29-322,90,2,0,0,0,2,2,0,0,35,0,0,0,0.1,0.1,0.1,1,0,17,26,65.4,2,27,2,3,2,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Juan Cuadrado,7,COL,RW,29-155,90,0,0,0,0,0,0,0,0,56,2,0,1,0.0,0.0,0.1,2,0,41,46,89.1,0,34,3,2,2,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Kwadwo Asamoah,22,GHA,LB,28-323,70,0,1,0,0,0,0,0,0,55,3,2,0,0.0,0.0,0.0,3,2,38,45,84.4,3,25,3,2,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Mario Mandžukić,17,CRO,LW,31-160,90,0,0,0,0,0,0,0,0,46,0,3,2,0.0,0.0,0.0,1,0,23,34,67.6,3,18,2,1,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Miralem Pjanić,5,BIH,DM,27-209,90,0,0,0,0,1,0,0,0,83,0,4,3,0.1,0.1,0.1,3,1,59,71,83.1,4,35,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Paulo Dybala,10,ARG,AM,23-347,90,0,1,0,0,4,2,0,0,58,2,1,0,0.1,0.1,0.1,2,1,34,43,79.1,3,38,1,5,4,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Sami Khedira,6,GER,DM,30-207,80,0,0,0,0,1,0,0,0,32,0,1,0,0.1,0.1,0.0,2,0,20,26,76.9,2,14,1,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Juventus,Stephan Lichtsteiner,26,SUI,RB,33-285,64,0,0,0,0,0,0,0,0,31,0,0,3,0.0,0.0,0.0,1,0,21,26,80.8,2,17,0,1,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Alessio Romagnoli,13,ITA,CB,22-289,90,0,0,0,0,0,0,0,0,58,0,0,2,0.0,0.0,0.0,1,0,49,50,98.0,3,28,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,André Silva,9,POR,"FW,AM",21-356,14,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,2,1,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Cristián Zapata,17,COL,CB,31-028,90,0,0,0,0,0,0,1,0,84,2,2,2,0.0,0.0,0.0,1,0,65,74,87.8,10,41,9,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Fabio Borini,11,ITA,"WB,RB",26-213,90,0,0,0,0,0,0,0,0,58,1,0,2,0.0,0.0,0.0,1,0,34,51,66.7,1,25,4,3,2,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Franck Kessié,79,CIV,CM,20-313,90,0,0,0,0,2,0,1,0,92,4,2,2,0.1,0.1,0.0,4,0,62,76,81.6,7,46,3,2,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Gianluigi Donnarumma,99,ITA,GK,18-245,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,26,84.6,0,11,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Hakan Çalhanoğlu,10,TUR,AM,23-262,76,0,0,0,0,3,1,0,0,35,1,1,1,0.1,0.1,0.6,2,0,18,29,62.1,5,22,1,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Ignazio Abate,20,ITA,WB,30-350,60,0,0,0,0,0,0,0,0,48,1,0,0,0.0,0.0,0.1,2,0,31,46,67.4,6,14,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Luca Antonelli,31,ITA,"WB,LB,CM",30-259,30,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,7,9,77.8,0,5,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Lucas Biglia,21,ARG,CM,31-271,60,0,0,0,0,1,0,0,0,55,2,0,2,0.1,0.1,0.0,0,0,43,49,87.8,10,22,2,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Manuel Locatelli,73,ITA,"CM,WB",19-293,30,0,0,0,0,1,0,0,0,24,0,2,1,0.0,0.0,0.0,1,0,15,20,75.0,3,10,1,2,2,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Nikola Kalinić,7,CRO,FW,29-296,90,0,0,0,0,3,1,0,0,17,1,0,1,0.7,0.7,0.1,2,0,7,12,58.3,0,5,0,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Ricardo Rodríguez,68,SUI,CB,25-064,90,0,0,0,0,0,0,0,0,77,1,0,2,0.0,0.0,0.0,2,0,64,74,86.5,10,39,3,0,0,5f8795ec
ITA-Serie A,1718,2017-10-28 Milan-Juventus,Milan,Suso,8,ESP,"AM,CM",23-343,90,0,0,0,0,2,1,0,0,45,1,0,1,0.1,0.1,0.0,2,0,26,38,68.4,2,23,3,1,1,5f8795ec
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Adam Masina,25,MAR,LB,23-299,90,0,0,0,0,1,1,0,0,60,3,3,2,0.0,0.0,0.1,3,0,35,46,76.1,5,28,1,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Andrea Poli,16,ITA,RM,28-029,80,0,0,0,0,0,0,1,0,55,3,2,1,0.0,0.0,0.1,1,0,42,50,84.0,6,40,2,1,1,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Angelo da Costa Júnior,1,BRA,GK,33-350,90,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,0,0,38,59,64.4,0,33,0,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Bruno Petković,7,CRO,FW,23-042,84,0,0,0,0,0,0,1,0,38,2,0,2,0.0,0.0,0.0,1,0,18,29,62.1,2,23,0,2,1,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Cesar Falletti,21,URU,LM,24-330,34,0,0,0,0,1,0,0,0,20,0,0,1,0.0,0.0,0.0,1,0,13,14,92.9,1,15,0,1,1,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Emil Krafth,4,SWE,RB,23-087,90,0,0,0,0,0,0,0,0,40,0,2,2,0.0,0.0,0.0,0,0,26,34,76.5,0,19,1,1,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Erick Pulgar,5,CHI,CM,23-286,90,0,0,0,0,0,0,1,0,75,4,2,1,0.0,0.0,0.1,3,0,53,65,81.5,8,52,0,1,1,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Federico Di Francesco,14,ITA,LW,23-136,90,0,0,0,0,4,1,0,0,36,2,0,2,0.2,0.2,0.0,1,0,18,22,81.8,0,27,0,1,1,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Filip Helander,18,SWE,CB,24-189,90,0,0,0,0,1,0,1,0,66,3,0,3,0.1,0.1,0.0,3,0,49,57,86.0,3,50,1,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Giancarlo González,3,CRC,CB,29-262,90,0,0,0,0,0,0,0,0,73,2,3,2,0.0,0.0,0.0,1,0,46,60,76.7,0,45,0,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Godfred Donsah,77,GHA,RM,21-143,10,0,0,0,0,0,0,0,0,11,1,1,0,0.0,0.0,0.0,0,0,7,9,77.8,1,4,0,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Mattia Destro,10,ITA,FW,26-222,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Simone Verdi,9,ITA,RW,25-108,90,0,0,0,0,3,0,0,0,49,0,3,0,0.1,0.1,0.0,1,0,26,39,66.7,5,34,3,2,2,72a0657a
ITA-Serie A,1718,2017-10-28 Roma-Bologna,Bologna,Ádám Nagy,8,HUN,LM,22-133,56,0,0,0,0,0,0,0,0,21,0,1,2,0.0,0.0,0.0,0,0,15,17,88.2,3,15,0,2,2,72a0657a
