,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Leganés,Rubén Pérez,21,ESP,DM,28-172,90,0,0,0,0,2,1,1,0,66,7,5,5,0.0,0.0,0.1,2,1,39,49,79.6,7,31,0,0,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Adalberto Peñaranda,16,VEN,"FW,AM",20-137,90,0,0,0,0,2,0,0,0,34,0,0,3,0.1,0.1,0.1,7,0,11,21,52.4,1,28,3,7,3,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Diego Rolán,24,URU,"LW,FW",24-205,90,0,0,0,0,2,2,0,0,36,3,1,3,0.4,0.4,0.0,4,0,15,20,75.0,2,24,4,3,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Emanuel Cecchini,19,ARG,CB,20-295,7,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Esteban Rolón,5,ARG,DM,22-204,90,0,0,0,0,2,0,0,0,42,2,2,3,0.0,0.0,0.0,0,0,18,28,64.3,5,24,1,1,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Javier Ontiveros,17,ESP,RW,20-036,30,0,0,0,0,1,0,0,0,16,0,0,2,0.0,0.0,0.0,1,0,6,11,54.5,0,10,0,3,1,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Jony,21,ESP,"LW,AM",26-098,35,0,0,0,0,1,0,0,0,23,2,1,0,0.0,0.0,0.0,1,0,8,15,53.3,2,15,3,3,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Juankar,7,ESP,LB,27-199,90,0,0,0,0,0,0,0,0,60,4,1,0,0.0,0.0,0.1,3,0,41,52,78.8,8,40,1,1,1,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Juanpi,10,VEN,AM,23-264,55,0,0,0,0,1,1,0,0,26,2,0,1,0.0,0.0,0.0,2,0,11,18,61.1,2,17,3,3,1,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Luis Hernández,4,ESP,CB,28-184,90,0,0,0,0,1,0,0,0,74,1,0,0,0.0,0.0,0.0,0,0,49,68,72.1,8,41,1,0,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Paul Baysse,22,FRA,CB,29-150,83,0,0,0,0,0,0,1,0,72,3,0,0,0.0,0.0,0.0,0,0,52,65,80.0,3,52,0,0,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Recio,14,ESP,DM,26-277,80,0,0,0,0,0,0,2,1,55,3,0,1,0.0,0.0,0.0,2,0,38,45,84.4,1,33,0,3,1,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Roberto,1,ESP,GK,31-247,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,26,30,86.7,0,20,0,0,0,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Roberto Rosales,18,VEN,RB,28-329,90,0,0,0,0,1,1,1,0,66,2,0,0,0.0,0.0,0.1,2,0,42,57,73.7,4,38,0,1,1,d3eec700
ESP-La Liga,1718,2017-10-15 Málaga-Leganés,Málaga,Álex Mula,28,ESP,RW,21-084,60,0,0,0,0,2,1,0,0,27,0,1,4,0.4,0.4,0.0,0,0,13,16,81.3,3,20,1,4,2,d3eec700
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Andreu Fontàs,3,ESP,"CB,RB",27-336,27,0,0,0,0,0,0,0,0,9,0,1,1,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Daniel Wass,18,DEN,"RB,RW",28-138,90,0,1,0,0,1,0,0,0,40,1,0,1,0.1,0.1,0.2,1,1,21,28,75.0,3,22,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Emre Mor,21,TUR,RW,20-084,54,1,0,0,0,2,1,0,0,33,1,0,0,0.3,0.3,0.0,1,0,16,24,66.7,1,18,2,3,2,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Gustavo Cabral,22,ARG,CB,32-002,90,0,0,0,0,0,0,0,0,47,1,1,0,0.0,0.0,0.0,0,0,30,39,76.9,2,27,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Iago Aspas,10,ESP,FW,30-076,90,3,0,0,0,5,4,0,0,44,0,1,2,1.2,1.2,0.0,4,1,27,34,79.4,1,29,5,2,2,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Jonny Castro,19,ESP,LB,23-227,90,0,0,0,0,0,0,0,0,37,1,3,1,0.0,0.0,0.1,2,1,29,31,93.5,1,21,2,2,2,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Jozabed,16,ESP,LM,26-222,63,0,1,0,0,0,0,1,0,31,1,0,0,0.0,0.0,0.5,3,1,25,26,96.2,1,22,2,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Nemanja Radoja,6,SRB,DM,24-252,11,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Pablo Hernández,8,CHI,"RM,DM",30-357,79,1,0,0,0,2,1,0,0,56,0,3,1,0.1,0.1,0.1,4,2,31,40,77.5,3,29,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Pione Sisto,11,DEN,LW,22-254,90,0,2,0,0,4,1,0,0,45,1,0,1,0.2,0.2,0.4,7,3,29,33,87.9,3,33,9,3,1,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Rubén Blanco,13,ESP,GK,22-083,51,0,0,0,0,0,0,0,1,21,0,0,0,0.0,0.0,0.0,0,0,10,16,62.5,0,6,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Sergi Gómez,20,ESP,"CB,RB",25-202,90,0,0,0,0,0,0,0,0,30,1,2,1,0.0,0.0,0.0,0,0,17,21,81.0,0,14,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Sergio Álvarez,1,ESP,GK,31-074,36,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,0,0,5,20,25.0,0,7,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Celta Vigo,Stanislav Lobotka,14,SVK,"CM,DM",22-325,90,0,0,0,0,0,0,0,0,55,2,1,1,0.0,0.0,0.0,1,0,48,51,94.1,2,39,0,3,3,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Alberto Aquilani,25,ITA,CM,33-101,90,0,0,0,0,2,2,1,0,78,1,1,0,0.0,0.0,0.1,5,0,64,72,88.9,7,66,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Borja Herrera,15,ESP,LB,24-281,61,0,0,0,0,0,0,0,0,45,0,1,1,0.0,0.0,0.0,0,0,32,40,80.0,2,29,2,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,David García,5,ESP,CB,35-233,90,0,0,0,0,2,1,0,0,69,2,4,2,0.1,0.1,0.3,3,0,49,58,84.5,3,44,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Hernán,14,ESP,RM,27-051,90,0,0,0,0,3,1,0,0,52,2,0,0,0.3,0.3,0.0,1,0,44,46,95.7,4,38,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Jonathan Calleri,9,ARG,FW,24-023,90,0,0,0,0,6,1,0,0,31,1,0,0,0.9,0.9,0.1,3,0,13,20,65.0,2,22,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Jonathan Viera,21,ESP,LM,27-360,90,0,2,0,0,2,1,0,0,80,1,0,1,0.1,0.1,0.8,10,2,55,69,79.7,8,60,7,5,4,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Leandro Chichizola,13,ARG,GK,27-203,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,22,31,71.0,0,20,0,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Loïc Rémy,7,FRA,LW,30-287,45,1,0,0,0,3,3,0,0,19,1,0,0,0.2,0.2,0.0,1,0,11,14,78.6,1,14,1,2,1,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Mauricio Lemos,3,URU,"RB,CB",21-292,29,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,11,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Michel,12,BRA,RB,27-243,61,0,0,0,0,0,0,0,0,33,0,0,1,0.0,0.0,0.0,1,0,27,30,90.0,2,25,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Momo,11,ESP,LW,35-093,45,0,0,0,0,1,1,0,0,33,0,0,0,0.1,0.1,0.3,4,0,24,32,75.0,2,24,1,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Oussama Tannane,10,MAR,RW,23-207,90,0,0,0,0,2,0,0,0,47,0,0,2,0.1,0.1,0.2,9,0,30,38,78.9,2,30,1,3,1,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Pedro Bigas,17,ESP,CB,27-031,90,0,0,0,0,1,0,1,0,70,0,1,2,0.1,0.1,0.1,3,0,57,61,93.4,4,51,2,0,0,6a45a610
ESP-La Liga,1718,2017-10-16 Las Palmas-Celta Vigo,Las Palmas,Vitolo,20,ESP,"LB,WB",27-348,29,1,0,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.1,5,2,19,21,90.5,3,22,3,2,2,6a45a610
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Andrés Iniesta,8,ESP,LM,33-163,90,1,0,0,0,1,1,0,0,90,2,0,3,0.1,0.1,0.0,2,1,67,81,82.7,13,78,4,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Gerard Deulofeu,16,ESP,RM,23-222,71,1,0,0,0,1,1,0,0,48,2,1,0,0.8,0.8,0.0,1,0,40,43,93.0,2,47,3,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Ivan Rakitić,4,CRO,CM,29-225,90,0,0,0,0,1,0,0,0,77,1,0,1,0.0,0.0,0.1,3,0,65,71,91.5,9,65,1,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Javier Mascherano,14,ARG,CB,33-135,90,0,0,0,0,0,0,0,0,86,5,1,2,0.0,0.0,0.0,1,1,74,78,94.9,6,72,2,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Lionel Messi,10,ARG,FW,30-119,90,0,1,0,0,3,1,0,0,61,0,0,0,0.2,0.2,0.2,6,1,39,50,78.0,7,56,5,9,7,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Lucas Digne,19,FRA,LB,24-093,90,0,1,0,0,0,0,0,0,86,2,1,3,0.0,0.0,0.9,3,1,67,77,87.0,2,66,3,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Luis Suárez,9,URU,FW,30-270,82,0,0,0,0,3,0,0,0,38,1,0,0,0.6,0.6,0.0,0,0,23,29,79.3,3,32,0,1,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Marc-André ter Stegen,1,GER,GK,25-174,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,33,39,84.6,0,29,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Nélson Semedo,2,POR,RM,23-339,19,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.1,2,0,17,18,94.4,0,12,1,1,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Paco Alcácer,17,ESP,FW,24-052,8,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Paulinho,15,BRA,CM,29-088,15,0,0,0,0,2,1,0,0,25,1,1,0,0.1,0.1,0.0,0,0,17,19,89.5,3,21,1,1,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Samuel Umtiti,23,FRA,CB,23-341,90,0,0,0,0,0,0,1,0,113,2,2,1,0.0,0.0,0.0,0,0,98,103,95.1,10,93,4,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Sergi Roberto,20,ESP,RB,25-256,90,0,0,0,0,1,0,0,0,92,3,1,1,0.1,0.1,0.5,3,0,77,85,90.6,4,71,4,2,2,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Barcelona,Sergio Busquets,5,ESP,CM,29-097,75,0,0,0,0,0,0,0,0,54,0,3,2,0.0,0.0,0.0,1,0,43,51,84.3,2,39,0,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Adalberto Peñaranda,16,VEN,"AM,FW",20-143,71,0,0,0,0,1,0,0,0,39,1,0,0,0.0,0.0,0.0,0,0,27,34,79.4,0,29,4,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Adrián González,8,ESP,"DM,CM",29-149,90,0,0,0,0,0,0,1,0,53,0,0,0,0.0,0.0,0.0,0,0,41,48,85.4,5,36,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Andrés Prieto,25,ESP,GK,24-004,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,10,22,45.5,0,7,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Borja Bastón,9,ESP,FW,25-057,19,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,0,4,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Chory Castro,11,URU,"LW,LM",33-037,90,0,0,0,0,2,1,0,0,42,0,0,1,0.1,0.1,0.1,5,0,31,36,86.1,4,35,6,3,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Diego Rolán,24,URU,FW,24-211,45,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,7,10,70.0,2,10,2,3,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Emanuel Cecchini,19,ARG,CM,20-301,23,0,0,0,0,1,0,1,0,22,2,2,0,0.0,0.0,0.0,1,0,13,15,86.7,3,13,1,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Esteban Rolón,5,ARG,DM,22-210,67,0,0,0,0,0,0,0,0,36,0,1,2,0.0,0.0,0.0,0,0,22,31,71.0,1,18,1,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Juankar,7,ESP,LB,27-205,90,0,0,0,0,1,0,0,0,43,4,1,0,0.0,0.0,0.2,5,0,24,33,72.7,0,21,1,1,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Juanpi,10,VEN,FW,23-270,45,0,0,0,0,2,2,0,0,21,1,0,0,0.1,0.1,0.1,2,0,14,14,100.0,1,17,1,3,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Keko,20,ESP,"RW,RM",25-298,90,0,0,0,0,2,1,0,0,48,2,2,1,0.1,0.1,0.0,1,0,27,37,73.0,4,35,1,1,1,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Luis Hernández,4,ESP,CB,28-190,90,0,0,0,0,1,0,1,0,48,2,3,2,0.1,0.1,0.0,0,0,32,33,97.0,1,22,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Paul Baysse,22,FRA,CB,29-156,90,0,0,0,0,1,0,0,0,33,3,1,1,0.1,0.1,0.0,0,0,17,23,73.9,1,16,0,0,0,830e300c
ESP-La Liga,1718,2017-10-21 Barcelona-Málaga,Málaga,Roberto Rosales,18,VEN,RB,28-335,90,0,0,0,0,1,1,1,0,71,0,4,2,0.0,0.0,0.1,2,0,45,59,76.3,4,46,3,1,0,830e300c
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Aleksandar Katai,8,SRB,CB,26-257,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,1,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Alexis,4,ESP,CB,32-078,90,0,0,0,0,0,0,0,0,30,6,1,2,0.0,0.0,0.1,0,0,12,21,57.1,0,6,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Alfonso Pedraza,17,ESP,LB,21-195,90,0,0,0,0,1,1,0,0,24,2,0,1,0.1,0.1,0.1,3,0,11,15,73.3,2,11,4,4,3,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Bojan Krkić,15,ESP,FW,27-054,11,0,0,0,0,1,1,0,0,6,0,0,1,0.4,0.4,0.0,1,0,3,3,100.0,2,7,1,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Burgui,14,ESP,RM,23-357,11,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,1,3,0,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Carlos Vigaray,2,ESP,RB,23-044,90,0,0,0,0,1,0,0,0,38,1,2,0,0.1,0.1,0.0,0,0,22,31,71.0,2,20,1,3,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Daniel Torres,16,COL,CM,27-340,90,0,0,0,0,1,0,0,0,48,2,1,0,0.0,0.0,0.0,1,0,36,44,81.8,2,22,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Fernando Pacheco,1,ESP,GK,25-156,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,17,24,70.8,0,10,0,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Guillermo Maripán,6,CHI,CB,23-168,75,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,16,23,69.6,0,14,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Manu García,19,ESP,RM,31-178,79,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,2,0,13,21,61.9,0,13,1,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Munir El Haddadi,24,MAR,FW,22-050,79,0,0,0,0,1,0,1,0,25,0,0,0,0.0,0.0,0.0,0,0,12,20,60.0,1,16,2,2,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Rodrigo Ely,12,BRA,CB,23-352,90,0,0,0,0,0,0,0,0,34,0,2,0,0.0,0.0,0.0,0,0,20,27,74.1,2,16,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Wakaso,22,GHA,LM,27-088,90,0,0,0,0,0,0,1,0,39,5,3,1,0.0,0.0,0.0,1,0,15,26,57.7,3,18,1,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Alavés,Álvaro Medrán,23,ESP,CM,23-220,90,0,0,0,0,2,1,0,0,40,2,0,0,0.1,0.1,0.4,1,0,24,34,70.6,4,25,3,2,2,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Alin Toșca,21,ROU,LB,25-221,90,0,0,0,0,1,0,0,0,64,2,1,0,0.0,0.0,0.0,3,0,47,56,83.9,4,31,2,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Andrés Guardado,18,MEX,CM,31-023,90,0,0,0,0,3,1,0,0,66,0,0,0,0.1,0.1,0.4,5,0,52,62,83.9,7,53,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Antonio Adán,13,ESP,GK,30-161,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,27,35,77.1,0,16,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Antonio Barragán,19,ESP,RB,30-131,90,0,1,0,0,0,0,0,0,73,5,0,1,0.0,0.0,0.1,3,1,53,64,82.8,6,50,3,1,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Antonio Sanabria,9,PAR,FW,21-231,90,1,0,0,0,4,2,0,0,29,1,0,1,0.6,0.6,0.0,1,0,19,21,90.5,1,18,2,2,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Aïssa Mandi,23,ALG,CB,25-364,90,0,0,0,0,1,0,0,0,97,0,3,1,0.0,0.0,0.0,1,0,85,91,93.4,12,76,4,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Cristian Tello,20,ESP,"RM,LM",26-071,29,0,0,0,0,0,0,0,0,21,3,0,0,0.0,0.0,0.0,1,0,14,19,73.7,0,10,1,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Fabián Ruiz Peña,6,ESP,CM,21-201,18,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,2,0,11,11,100.0,2,10,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Javi García,3,ESP,DM,30-255,90,0,0,0,0,0,0,1,0,73,0,2,0,0.0,0.0,0.0,0,0,62,66,93.9,4,49,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Joaquín,17,ESP,LM,36-092,77,0,0,0,0,1,1,0,0,51,1,0,0,0.0,0.0,0.0,1,0,33,41,80.5,4,34,3,4,2,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Joel Campbell,12,CRC,RM,25-117,61,0,0,0,0,1,0,0,0,32,0,0,1,0.0,0.0,0.0,2,0,24,25,96.0,1,26,1,5,3,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Jordi Amat,5,IDN,CB,25-214,90,0,0,0,0,0,0,1,0,88,5,1,2,0.0,0.0,0.0,1,0,72,77,93.5,5,66,0,0,0,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Ryad Boudebouz,10,ALG,"RM,LM",27-244,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.1,1,0,7,11,63.6,2,10,1,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Betis-Alavés,Real Betis,Víctor Camarasa,8,ESP,CM,23-146,72,0,0,0,0,1,1,0,0,40,0,2,0,0.1,0.1,0.0,3,1,29,33,87.9,4,28,3,1,1,e312d342
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Amath,23,SEN,LM,21-097,86,0,0,0,0,0,0,0,0,29,5,0,1,0.0,0.0,0.3,1,0,10,19,52.6,3,14,1,5,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Bruno González,4,ESP,CB,27-150,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Cala,16,ESP,CB,27-329,90,0,0,0,0,1,0,1,0,65,1,2,1,0.2,0.2,0.0,1,1,35,52,67.3,1,33,0,0,0,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Carlos Calderón,26,ESP,LM,22-190,4,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Damián Suárez,22,URU,RB,29-177,90,0,0,0,0,0,0,0,0,70,1,3,2,0.0,0.0,0.2,1,0,42,58,72.4,8,24,0,1,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Djené,2,TOG,CB,25-294,89,0,0,0,0,0,0,0,0,44,3,2,0,0.0,0.0,0.0,1,0,29,36,80.6,1,25,0,1,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Fayçal Fajr,21,MAR,RM,29-081,90,1,0,0,0,1,1,0,0,43,1,1,0,0.0,0.0,0.1,2,0,25,36,69.4,6,21,2,2,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Francisco Portillo,12,ESP,FW,27-130,90,0,0,0,0,1,1,1,0,50,3,0,0,0.1,0.1,0.1,5,0,34,41,82.9,6,21,0,4,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Jorge Molina,19,ESP,FW,35-182,90,0,0,0,0,4,3,0,0,37,0,0,1,0.5,0.5,0.1,1,0,13,28,46.4,1,23,1,0,0,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Markel Bergara,5,ESP,CM,31-169,90,0,0,0,0,0,0,0,0,42,5,1,1,0.0,0.0,0.0,0,0,22,31,71.0,3,11,0,0,0,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Mauro Arambarri,18,URU,CM,22-021,74,0,0,0,0,0,0,1,0,31,2,1,1,0.0,0.0,0.0,0,0,16,27,59.3,2,17,0,1,1,6dc94e9d
ESP-La Liga,1718,2017-10-21 Levante-Getafe,Getafe,Sergio Mora,14,ESP,CM,38-052,16,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,5,0,0,0,6dc94e9d
