,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,1718,2017-12-16 Augsburg-Freiburg,Freiburg,Nils Petersen,18,GER,FW,29-010,90,2,0,0,0,2,2,1,0,46,1,1,1,1.1,1.1,0.2,4,1,22,30,73.3,3,24,1,5,2,ad16335a
GER-Bundesliga,1718,2017-12-16 Augsburg-Freiburg,Freiburg,Robin Koch,25,GER,CB,21-152,90,0,0,0,0,0,0,0,0,47,2,3,1,0.0,0.0,0.0,0,0,24,37,64.9,0,21,0,0,0,ad16335a
GER-Bundesliga,1718,2017-12-16 Augsburg-Freiburg,Freiburg,Tim Kleindienst,34,GER,FW,22-107,76,0,3,0,0,3,1,0,0,46,2,0,2,0.1,0.1,1.4,3,3,23,34,67.6,5,20,2,4,2,ad16335a
GER-Bundesliga,1718,2017-12-16 Augsburg-Freiburg,Freiburg,Yoric Ravet,16,FRA,RM,28-095,89,0,0,0,0,3,2,0,0,46,0,0,2,0.2,0.2,0.1,4,1,15,33,45.5,0,21,2,5,3,ad16335a
GER-Bundesliga,1718,2017-12-16 Augsburg-Freiburg,Freiburg,Çağlar Söyüncü,4,TUR,CB,21-207,90,0,0,0,0,0,0,1,0,30,1,1,1,0.0,0.0,0.0,0,0,13,21,61.9,1,9,0,0,0,ad16335a
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Andriy Yarmolenko,9,UKR,RW,28-054,72,0,0,0,0,2,0,0,0,44,0,0,1,0.4,0.4,0.3,6,1,23,32,71.9,1,38,6,9,3,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Christian Pulisic,22,USA,"LW,RW",19-089,89,1,0,0,0,2,2,0,0,49,4,0,3,1.0,1.0,0.2,4,1,22,30,73.3,3,34,5,14,6,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Jeremy Toljan,15,GER,RB,23-130,90,0,0,0,0,2,0,0,0,78,2,2,1,0.1,0.1,0.0,1,0,45,61,73.8,3,37,4,1,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Julian Weigl,33,GER,CM,22-099,90,0,0,0,0,0,0,0,0,56,5,1,0,0.0,0.0,0.0,1,0,44,49,89.8,3,37,1,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Mahmoud Dahoud,19,GER,LM,21-349,18,0,0,0,0,2,0,0,0,16,0,0,1,0.1,0.1,0.0,1,1,10,13,76.9,0,9,0,1,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Marcel Schmelzer,29,GER,LB,29-328,90,0,0,0,0,1,0,0,0,102,5,3,1,0.0,0.0,0.0,3,0,74,85,87.1,15,52,7,2,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Neven Subotić,4,SRB,RW,29-006,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Pierre-Emerick Aubameyang,17,GAB,FW,28-181,90,1,0,1,1,5,0,0,0,31,0,0,2,1.7,0.9,0.1,3,0,17,21,81.0,1,15,1,3,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Raphaël Guerreiro,13,POR,"LM,LW",23-359,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.1,3,0,42,54,77.8,4,39,0,2,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Roman Bürki,38,SUI,GK,27-032,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,0,24,25,96.0,0,10,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Shinji Kagawa,23,JPN,RM,28-274,90,0,0,0,0,0,0,0,0,57,3,1,1,0.0,0.0,0.2,7,1,35,45,77.8,6,38,3,6,2,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Sokratis Papastathopoulos,25,GRE,CB,29-190,90,0,0,0,0,2,0,0,0,69,3,0,0,0.1,0.1,0.0,0,0,57,61,93.4,3,46,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Dortmund,Ömer Toprak,36,TUR,CB,28-148,90,0,0,0,0,1,0,0,0,75,0,0,2,0.1,0.1,0.0,0,0,62,67,92.5,3,47,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Andrej Kramarić,27,CRO,FW,26-180,28,0,0,0,0,1,0,0,0,24,0,0,0,0.0,0.0,0.0,4,0,12,20,60.0,2,16,1,1,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Benjamin Hübner,21,GER,CB,28-165,90,0,0,0,0,0,0,0,0,81,2,2,1,0.0,0.0,0.1,0,0,64,69,92.8,7,47,0,1,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Florian Grillitsch,11,AUT,DM,22-131,90,0,0,0,0,0,0,0,0,92,5,1,3,0.0,0.0,0.0,2,0,73,81,90.1,8,50,0,1,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Kerem Demirbay,10,GER,CM,24-166,90,0,0,0,0,2,0,0,0,66,2,3,2,0.1,0.1,0.3,5,0,43,50,86.0,5,41,5,7,2,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Kevin Akpoguma,25,NGA,CB,22-241,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Kevin Vogt,22,GER,CB,26-084,90,0,0,0,0,0,0,0,0,92,2,0,3,0.0,0.0,0.0,0,0,71,80,88.8,2,56,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Mark Uth,19,GER,FW,26-114,68,1,0,0,0,1,1,0,0,23,1,0,0,0.5,0.5,0.0,0,0,16,20,80.0,2,13,0,1,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Nadiem Amiri,18,GER,CM,21-050,90,0,0,0,0,3,1,0,0,75,5,0,3,0.3,0.3,0.1,4,0,54,64,84.4,8,49,2,3,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Oliver Baumann,1,GER,GK,27-197,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,33,43,76.7,0,18,0,0,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Pavel Kadeřábek,3,CZE,RW,25-235,90,0,1,0,0,1,0,0,0,59,1,2,1,0.0,0.0,0.6,2,1,37,50,74.0,1,27,5,2,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Serge Gnabry,29,GER,FW,22-155,62,0,0,0,0,1,1,0,0,28,0,0,1,0.0,0.0,0.0,0,0,16,20,80.0,3,16,6,6,2,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Stefan Posch,38,AUT,CB,20-216,89,0,0,0,0,1,1,0,0,88,6,1,4,0.1,0.1,0.0,2,0,58,69,84.1,4,53,0,1,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Steven Zuber,17,SUI,LW,26-121,90,0,0,0,0,1,1,0,0,66,5,3,0,0.0,0.0,0.1,2,0,52,55,94.5,9,31,3,1,1,c94385e6
GER-Bundesliga,1718,2017-12-16 Dortmund-Hoffenheim,Hoffenheim,Ádám Szalai,28,HUN,FW,30-007,22,0,0,0,0,1,0,0,0,12,1,0,0,0.0,0.0,0.1,2,0,8,10,80.0,2,7,0,1,0,c94385e6
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Ante Rebić,4,CRO,FW,24-086,49,0,0,0,0,1,0,1,0,23,2,0,4,0.1,0.1,0.2,2,1,3,10,30.0,1,5,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Aymen Barkok,28,MAR,FW,19-209,8,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Carlos Salcedo,13,MEX,CB,24-078,90,0,0,0,0,0,0,0,0,49,2,3,2,0.0,0.0,0.0,0,0,26,36,72.2,1,19,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Gelson Fernandes,5,SUI,CM,31-105,90,0,0,0,0,0,0,0,0,27,5,1,1,0.0,0.0,0.0,0,0,13,20,65.0,2,9,0,1,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Jetro Willems,15,NED,WB,23-261,41,0,0,0,0,0,0,1,0,20,2,0,1,0.0,0.0,0.1,1,0,8,16,50.0,0,8,0,1,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Kevin-Prince Boateng,17,GHA,CM,30-285,90,0,0,0,0,1,0,0,0,44,0,2,0,0.1,0.1,0.0,0,0,16,34,47.1,1,16,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Luka Jović,8,SRB,FW,19-358,82,1,0,0,0,1,1,0,0,23,0,1,0,0.6,0.6,0.0,1,0,15,16,93.8,1,13,0,2,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Lukáš Hrádecký,1,FIN,GK,28-022,90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,24,47,51.1,0,23,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Marco Russ,23,GER,CB,32-134,90,0,0,0,0,0,0,0,0,33,0,1,3,0.0,0.0,0.0,0,0,13,19,68.4,3,10,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Marius Wolf,27,GER,WB,22-203,90,0,0,0,0,0,0,0,0,41,1,1,2,0.0,0.0,0.1,3,0,21,28,75.0,6,15,1,6,2,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Mijat Gaćinović,11,SRB,AM,22-311,90,0,1,0,0,1,0,1,0,37,2,1,2,0.2,0.2,0.6,3,3,13,26,50.0,1,16,3,4,3,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Simon Falette,3,GUI,CB,25-300,90,0,0,0,0,0,0,1,0,41,3,4,2,0.0,0.0,0.0,0,0,13,25,52.0,0,12,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Sébastien Haller,9,CIV,FW,23-177,41,1,0,0,0,1,1,0,0,22,0,0,1,0.7,0.7,0.0,0,0,9,15,60.0,3,12,0,3,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Eintracht Frankfurt,Timothy Chandler,22,USA,WB,27-262,49,0,0,0,0,1,0,0,0,20,1,1,1,0.1,0.1,0.0,0,0,7,14,50.0,1,6,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Alessandro Schöpf,28,AUT,CM,23-312,80,0,0,0,0,1,1,1,0,49,1,0,1,0.0,0.0,0.0,1,0,31,44,70.5,3,25,6,4,2,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Amine Harit,25,MAR,CM,20-181,55,0,0,0,0,1,1,0,0,31,1,0,1,0.4,0.4,0.0,1,0,22,23,95.7,5,24,3,2,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Bastian Oczipka,24,GER,LW,28-338,90,0,0,0,0,0,0,0,0,68,5,2,0,0.0,0.0,0.0,5,0,36,59,61.0,8,28,3,4,3,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Benjamin Stambouli,17,FRA,CB,27-125,90,0,0,0,0,0,0,0,0,72,1,3,3,0.0,0.0,0.0,3,0,43,64,67.2,10,40,3,1,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Breel Embolo,36,SUI,FW,20-305,23,1,0,0,0,2,1,0,0,9,0,0,0,0.7,0.7,0.0,1,0,3,4,75.0,0,10,1,2,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Daniel Caligiuri,18,ITA,RW,29-335,90,0,0,0,0,1,1,0,0,87,1,2,3,0.0,0.0,0.2,3,0,46,72,63.9,4,53,3,5,2,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Franco Di Santo,9,ARG,CM,28-253,35,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,1,0,4,8,50.0,0,6,0,1,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Guido Burgstaller,19,AUT,FW,28-231,90,0,1,0,0,2,0,0,0,39,0,1,1,0.2,0.2,0.7,3,1,16,26,61.5,3,22,0,1,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Matija Nastasić,5,SRB,CB,24-263,90,0,0,0,0,1,0,0,0,56,4,0,1,0.1,0.1,0.0,3,1,37,46,80.4,5,32,1,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Max Meyer,7,GER,DM,22-089,90,0,0,0,0,1,0,0,0,56,2,3,1,0.0,0.0,0.0,2,1,44,50,88.0,3,30,1,2,2,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Naldo,29,BRA,CB,35-097,90,1,0,0,0,2,1,0,0,74,1,0,1,0.1,0.1,0.1,2,0,49,65,75.4,2,30,0,1,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Ralf Fährmann,1,GER,GK,29-080,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,1,1,22,29,75.9,0,15,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Weston McKennie,2,USA,CM,19-110,10,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.1,1,0,6,10,60.0,2,0,0,0,0,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Eint Frankfurt-Schalke 04,Schalke 04,Yevhen Konoplyanka,11,UKR,FW,28-078,67,0,0,0,0,4,0,0,0,25,0,0,1,0.1,0.1,0.4,3,0,14,20,70.0,3,19,5,1,1,ad6a5d57
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Birk Risa,31,NOR,FW,19-306,62,0,0,0,0,2,0,0,0,26,0,0,1,0.3,0.3,0.0,2,0,10,17,58.8,1,13,2,3,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Chris Führich,26,GER,LM,19-341,70,0,0,0,0,1,0,0,0,35,4,0,1,0.0,0.0,0.0,2,0,22,28,78.6,6,23,6,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Christian Clemens,17,GER,FW,26-134,28,1,0,0,0,2,1,0,0,12,1,1,0,0.7,0.7,0.2,4,1,5,5,100.0,2,5,0,1,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Dominique Heintz,3,GER,CB,24-123,90,0,0,0,0,1,0,0,0,62,4,1,2,0.1,0.1,0.0,2,0,40,50,80.0,8,33,1,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Frederik Sørensen,4,DEN,RB,25-246,90,0,0,0,0,3,0,1,0,48,3,2,1,0.7,0.7,0.2,2,0,23,36,63.9,1,12,1,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Jannes Horn,23,GER,LB,20-313,90,0,0,0,0,0,0,0,0,56,3,0,3,0.0,0.0,0.1,3,0,43,50,86.0,7,33,6,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Jorge Meré,22,ESP,CB,20-243,90,0,0,0,0,0,0,0,0,36,1,3,1,0.0,0.0,0.0,0,0,24,28,85.7,2,17,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Lukas Klünter,24,GER,"FW,RM",21-204,90,0,0,0,0,3,2,0,0,31,1,0,0,0.5,0.5,0.0,5,0,12,21,57.1,2,19,5,7,4,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Marco Höger,6,GER,CM,28-091,33,0,0,0,0,1,0,1,0,15,1,0,0,0.0,0.0,0.1,2,0,11,13,84.6,3,9,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Matthias Lehmann,33,GER,CM,34-202,57,0,0,0,0,1,1,0,0,39,1,2,1,0.0,0.0,0.0,0,0,30,34,88.2,6,19,1,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Miloš Jojić,8,SRB,"RM,FW",25-272,90,0,1,0,0,1,1,0,0,50,1,0,0,0.1,0.1,1.4,5,1,32,40,80.0,6,26,3,6,2,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Salih Özcan,20,TUR,CM,19-339,90,0,0,0,0,1,1,0,0,72,3,1,2,0.1,0.1,0.1,2,0,49,58,84.5,7,36,2,2,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Tim Handwerker,29,GER,LM,19-211,20,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,2,0,5,7,71.4,1,8,3,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Köln,Timo Horn,1,GER,GK,24-218,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,11,27,40.7,0,11,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Daniel Didavi,11,GER,AM,27-298,90,0,0,0,0,0,0,0,0,60,1,0,1,0.0,0.0,0.1,1,0,36,55,65.5,4,45,6,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Divock Origi,14,BEL,RW,22-242,90,0,0,0,0,0,0,1,0,32,1,0,0,0.0,0.0,0.0,1,0,16,22,72.7,2,30,0,5,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Jeffrey Bruma,5,NED,CB,26-033,90,0,0,0,0,1,1,0,0,101,3,0,1,0.1,0.1,0.0,0,0,82,92,89.1,12,76,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Josuha Guilavogui,23,FRA,DM,27-088,90,0,0,0,0,0,0,0,0,82,3,3,2,0.0,0.0,0.0,0,0,68,75,90.7,7,57,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Koen Casteels,1,BEL,GK,25-174,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,27,33,81.8,0,18,0,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Landry Dimata,9,BEL,RB,20-106,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,1,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Marcel Tisserand,29,COD,LB,24-340,30,0,0,0,0,1,1,0,0,41,0,0,0,0.0,0.0,0.0,0,0,32,38,84.2,4,36,1,1,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Mario Gómez,33,GER,FW,32-159,90,0,0,0,0,4,2,0,0,23,0,0,0,1.0,1.0,0.1,2,0,12,16,75.0,0,14,1,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Paul Verhaegh,3,NED,RB,34-106,84,0,0,0,0,0,0,0,0,81,0,0,0,0.0,0.0,0.0,2,0,62,76,81.6,9,52,0,1,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Robin Knoche,31,GER,CB,25-208,90,0,0,0,0,0,0,0,0,111,4,0,1,0.0,0.0,0.0,0,0,95,101,94.1,10,84,2,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Victor Osimhen,18,NGA,DM,18-352,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,1,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,William,2,BRA,LB,22-257,60,0,0,0,0,0,0,0,0,74,1,1,3,0.0,0.0,0.0,1,0,46,64,71.9,6,54,3,0,0,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Yannick Gerhardt,13,GER,DM,23-278,80,0,0,0,0,0,0,0,0,69,3,1,5,0.0,0.0,0.1,2,0,52,61,85.2,8,53,3,1,1,b5015ae9
GER-Bundesliga,1718,2017-12-16 Köln-Wolfsburg,Wolfsburg,Yunus Mallı,10,TUR,LW,25-295,90,0,0,0,0,2,1,0,0,46,1,0,0,0.1,0.1,0.1,6,0,34,38,89.5,3,34,2,7,5,b5015ae9
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Arturo Vidal,23,CHI,CM,30-208,90,0,0,0,0,1,0,0,0,60,0,1,2,0.0,0.0,0.5,2,0,44,51,86.3,6,32,1,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Corentin Tolisso,24,FRA,RM,23-135,64,0,0,0,0,1,1,0,0,47,1,0,0,0.1,0.1,0.0,4,0,32,42,76.2,2,33,1,2,1,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,David Alaba,27,AUT,LM,25-175,7,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,6,8,75.0,1,5,1,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,James Rodríguez,11,COL,CM,26-157,90,0,0,0,0,4,1,0,0,79,1,1,0,0.6,0.6,0.2,7,0,55,67,82.1,10,47,2,5,1,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Javi Martínez,8,ESP,DM,29-105,90,0,0,0,0,0,0,0,0,43,1,3,0,0.0,0.0,0.0,0,0,26,34,76.5,3,12,0,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Joshua Kimmich,32,GER,RB,22-311,90,0,0,0,0,0,0,0,0,93,2,0,1,0.0,0.0,0.0,1,0,72,82,87.8,8,62,6,1,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Jérôme Boateng,17,GER,CB,29-104,90,0,0,0,0,2,1,1,0,58,1,1,2,0.1,0.1,0.1,2,0,29,42,69.0,1,22,0,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Kingsley Coman,29,FRA,LM,21-186,83,0,1,0,0,2,1,0,0,56,0,0,0,0.1,0.1,0.1,4,1,34,42,81.0,4,45,4,8,1,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Mats Hummels,5,GER,CB,29-000,67,0,0,0,0,1,0,0,0,47,3,3,0,0.1,0.1,0.0,1,0,30,38,78.9,2,15,0,1,1,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Niklas Süle,4,GER,CB,22-104,23,0,0,0,0,0,0,0,0,13,2,2,1,0.0,0.0,0.0,0,0,6,7,85.7,0,3,0,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Rafinha,13,BRA,LB,32-100,90,0,0,0,0,0,0,1,0,81,1,1,2,0.0,0.0,0.0,2,1,56,73,76.7,13,40,0,1,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Robert Lewandowski,9,POL,FW,29-117,90,0,0,0,0,5,2,0,0,52,0,0,0,0.9,0.9,0.0,4,0,36,43,83.7,2,37,0,4,1,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Sven Ulreich,26,GER,GK,29-135,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,22,33,66.7,0,22,0,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Bayern Munich,Thomas Müller,25,GER,RM,28-094,26,1,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.0,1,0,11,13,84.6,1,13,1,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Stuttgart,Andreas Beck,32,GER,WB,30-278,80,0,0,0,0,0,0,1,0,58,3,1,1,0.0,0.0,0.0,3,0,32,55,58.2,4,18,1,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Stuttgart,Benjamin Pavard,21,FRA,CB,21-263,90,0,0,0,0,1,1,0,0,62,4,4,2,0.1,0.1,0.0,0,0,34,45,75.6,3,23,0,0,0,3020841e
GER-Bundesliga,1718,2017-12-16 Stuttgart-Bayern Munich,Stuttgart,Berkay Özcan,31,TUR,AM,19-304,90,0,0,0,0,1,0,0,0,47,4,0,2,0.0,0.0,0.1,3,0,22,36,61.1,1,22,0,4,3,3020841e
