,,,,,jersey_number,nation,pos,age,min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,game_id
,,,,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,
league,season,game,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Leon Balogun,3,NGA,CB,29-114,78,0,0,0,0,0,0,0,0,49,2,1,1,0.0,0.0,0.0,0,0,24,35,68.6,2,22,0,2,2,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Levin Öztunalı,8,GER,AM,21-219,90,0,0,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.0,0,0,9,20,45.0,1,22,2,6,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Pablo de Blasis,32,ARG,AM,29-258,61,0,0,0,0,0,0,0,0,40,3,1,3,0.0,0.0,0.0,0,0,19,26,73.1,1,24,2,3,2,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,René Adler,1,GER,GK,32-278,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,33,36,91.7,0,18,0,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Stefan Bell,16,GER,CB,26-057,90,0,0,0,0,0,0,0,0,48,2,7,2,0.0,0.0,0.0,0,0,20,31,64.5,1,13,1,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Viktor Fischer,14,DEN,AM,23-133,29,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,1,0,4,6,66.7,1,12,1,3,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Mainz 05,Yoshinori Mutō,9,JPN,FW,25-097,90,0,0,0,0,2,1,0,0,24,0,1,0,0.1,0.1,0.4,2,0,13,16,81.3,2,13,1,1,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Amine Harit,25,MAR,CM,20-124,88,0,0,0,0,2,0,0,0,51,3,0,0,0.0,0.0,0.0,3,0,34,40,85.0,4,38,8,1,1,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Bastian Oczipka,24,GER,LW,28-281,90,0,0,0,0,1,0,0,0,71,3,1,1,0.0,0.0,0.3,7,0,39,62,62.9,3,32,2,3,1,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Benjamin Stambouli,17,FRA,CB,27-068,90,0,0,0,0,0,0,0,0,98,3,0,2,0.0,0.0,0.1,2,0,73,90,81.1,2,63,1,1,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Coke,23,ESP,DM,30-177,2,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Daniel Caligiuri,18,ITA,RW,29-278,90,0,0,0,0,1,1,1,0,78,1,3,1,0.0,0.0,0.1,1,0,48,68,70.6,4,34,3,4,3,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Fabian Reese,16,GER,FW,19-325,7,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,1,0,2,2,100.0,1,1,0,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Franco Di Santo,9,ARG,FW,28-196,67,0,0,0,0,2,1,0,0,24,1,0,1,0.1,0.1,0.0,2,1,14,18,77.8,1,9,1,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Guido Burgstaller,19,AUT,FW,28-174,83,1,1,0,0,2,1,0,0,24,0,0,1,0.6,0.6,0.3,1,1,7,12,58.3,0,11,1,3,1,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Leon Goretzka,8,GER,CM,22-256,90,1,0,0,0,1,1,0,0,53,3,1,3,0.3,0.3,0.1,2,0,34,44,77.3,3,32,6,1,1,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Max Meyer,7,GER,DM,22-032,90,0,0,0,0,1,0,0,0,77,2,4,0,0.0,0.0,0.0,0,0,60,66,90.9,3,40,0,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Naldo,29,BRA,CB,35-040,90,0,0,0,0,3,1,1,0,80,1,3,0,0.3,0.3,0.0,3,1,71,75,94.7,3,47,1,1,1,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Ralf Fährmann,1,GER,GK,29-023,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,21,29,72.4,0,15,0,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Thilo Kehrer,20,GER,CB,21-029,90,0,0,0,0,1,0,0,0,67,5,2,0,0.0,0.0,0.0,0,0,47,57,82.5,2,38,1,2,2,ab9a62e5
GER-Bundesliga,1718,2017-10-20 Schalke 04-Mainz 05,Schalke 04,Yevhen Konoplyanka,11,UKR,FW,28-021,23,0,0,0,0,2,0,0,0,5,1,0,0,0.4,0.4,0.1,3,0,2,3,66.7,0,2,1,0,0,ab9a62e5
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Alfreð Finnbogason,27,ISL,FW,28-262,71,0,0,0,0,1,0,0,0,26,2,0,2,0.1,0.1,0.3,3,0,7,14,50.0,0,13,4,3,1,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Caiuby,30,BRA,LW,29-099,90,0,0,0,0,6,2,0,0,47,5,0,1,0.3,0.3,0.0,5,0,17,26,65.4,3,21,1,6,3,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Daniel Baier,10,GER,DM,33-156,90,0,1,0,0,0,0,0,0,61,4,1,0,0.0,0.0,0.0,3,1,37,52,71.2,6,29,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Daniel Opare,4,GHA,RB,27-003,90,0,0,0,0,0,0,0,0,43,0,2,1,0.0,0.0,0.0,1,0,18,30,60.0,3,13,2,2,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Jan Morávek,14,CZE,DM,27-354,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Jeffrey Gouweleeuw,6,NED,CB,26-103,90,0,0,0,0,1,0,0,0,59,1,1,1,0.0,0.0,0.0,1,0,35,44,79.5,3,23,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Jonathan Schmid,17,FRA,RW,27-121,71,0,0,0,0,2,0,0,0,27,3,0,0,0.2,0.2,0.1,2,0,11,21,52.4,1,4,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Kevin Danso,38,AUT,CB,19-032,90,0,0,0,0,0,0,0,0,77,2,2,1,0.0,0.0,0.2,3,0,30,60,50.0,1,25,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Koo Ja-cheol,19,KOR,AM,28-236,19,0,0,0,0,1,1,0,0,14,1,0,1,0.1,0.1,0.0,0,0,7,9,77.8,1,7,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Marcel Heller,7,GER,RW,31-251,19,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,4,8,50.0,0,3,2,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Marwin Hitz,35,SUI,GK,30-033,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,30,38,78.9,0,20,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Michael Gregoritsch,11,AUT,"AM,FW",23-186,90,1,0,0,0,4,2,0,0,36,2,1,1,0.3,0.3,0.1,1,0,11,23,47.8,3,17,4,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Philipp Max,31,GER,LB,24-021,90,0,0,0,0,0,0,0,0,56,2,4,0,0.0,0.0,0.2,2,0,23,49,46.9,4,19,2,1,1,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Augsburg,Rani Khedira,8,GER,DM,23-267,88,0,0,0,0,0,0,1,0,35,2,2,1,0.0,0.0,0.0,2,0,15,28,53.6,4,13,1,2,2,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Ihlas Bebou,13,TOG,RM,23-181,90,0,0,0,0,1,1,0,0,46,1,2,1,0.0,0.0,0.1,5,0,20,29,69.0,3,25,2,4,2,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Iver Fossum,18,NOR,CM,21-098,63,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,21,31,67.7,3,23,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Jonathas,9,BRA,FW,28-229,90,0,2,0,0,3,2,1,0,23,0,0,1,0.7,0.7,0.3,4,2,5,16,31.3,1,17,3,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Julian Korb,4,GER,RB,25-214,90,0,0,0,0,0,0,0,0,66,4,2,0,0.0,0.0,0.2,3,0,33,53,62.3,5,29,1,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Kenan Karaman,26,TUR,LM,23-230,45,0,0,0,0,1,0,1,0,16,1,0,0,0.1,0.1,0.0,1,0,6,9,66.7,2,10,1,2,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Martin Harnik,14,AUT,FW,30-133,90,0,0,0,0,2,1,0,0,42,0,2,1,0.1,0.1,0.0,0,0,20,30,66.7,4,23,1,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Marvin Bakalorz,6,GER,LM,28-038,45,0,0,0,0,1,0,0,0,23,1,2,0,0.0,0.0,0.5,1,0,12,19,63.2,3,14,1,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Matthias Ostrzolek,22,GER,LB,27-138,90,0,0,0,0,1,0,0,0,53,1,0,2,0.0,0.0,0.0,1,0,28,43,65.1,0,22,0,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Niclas Füllkrug,24,GER,CM,24-254,27,2,0,0,0,2,2,0,0,19,0,0,1,0.2,0.2,0.0,1,0,8,14,57.1,1,13,1,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Philipp Tschauner,1,GER,GK,31-352,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,25,38,65.8,0,15,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Pirmin Schwegler,27,SUI,CM,30-226,74,0,0,0,0,0,0,0,0,37,3,2,2,0.0,0.0,0.0,1,0,20,29,69.0,1,16,2,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Salif Sané,20,SEN,CB,27-057,90,0,0,0,0,0,0,0,0,71,3,3,1,0.0,0.0,0.0,3,1,38,51,74.5,4,30,1,1,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Sebastian Maier,10,GER,CM,24-033,16,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,1,0,3,6,50.0,1,3,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Augsburg-Hannover 96,Hannover 96,Waldemar Anton,31,GER,CB,21-093,90,0,0,0,0,1,0,0,0,59,2,2,1,0.0,0.0,0.0,0,0,28,39,71.8,3,23,0,0,0,8d9c9591
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Christian Pulisic,22,USA,RW,19-033,90,0,0,0,0,3,1,0,0,51,2,0,1,0.1,0.1,0.0,1,0,24,40,60.0,1,24,4,3,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Dan-Axel Zagadou,2,FRA,LB,18-140,33,0,0,0,0,1,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,28,30,93.3,2,19,1,1,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Gonzalo Castro,27,GER,RM,30-132,57,0,0,0,0,1,0,0,0,35,1,0,3,0.1,0.1,0.4,2,0,22,28,78.6,5,10,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Jadon Sancho,7,ENG,LW,17-210,7,0,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,3,0,7,8,87.5,0,8,0,2,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Jeremy Toljan,15,GER,"LB,RB",23-074,90,0,0,0,0,0,0,0,0,69,2,2,1,0.0,0.0,0.1,3,0,44,58,75.9,5,32,5,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Julian Weigl,33,GER,CB,22-043,57,0,0,0,0,0,0,1,0,34,3,3,1,0.0,0.0,0.0,0,0,18,23,78.3,1,12,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Marc Bartra,5,ESP,"RB,CB",26-279,90,0,1,0,0,1,0,1,0,72,3,5,2,0.0,0.0,0.5,5,1,40,57,70.2,3,26,2,1,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Mario Götze,10,GER,LM,25-140,90,0,1,0,0,2,0,0,0,69,4,0,0,0.1,0.1,0.4,5,1,44,55,80.0,4,35,4,1,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Maximilian Philipp,20,GER,LW,23-234,83,1,0,0,0,6,2,0,0,46,3,0,0,0.2,0.2,0.1,7,1,24,34,70.6,2,26,2,4,4,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Neven Subotić,4,SRB,CB,28-315,90,0,0,0,0,0,0,0,0,67,5,3,4,0.0,0.0,0.0,1,0,35,47,74.5,3,26,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Nuri Şahin,8,TUR,CM,29-046,90,1,0,0,0,2,1,0,0,85,4,1,1,1.0,1.0,0.0,3,0,52,66,78.8,12,36,3,2,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Pierre-Emerick Aubameyang,17,GAB,FW,28-125,90,0,0,0,0,3,1,0,0,25,0,0,1,0.8,0.8,0.1,3,0,16,18,88.9,1,14,3,1,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Roman Bürki,38,SUI,GK,26-341,90,0,0,0,0,0,0,1,0,48,0,0,0,0.0,0.0,0.0,0,0,27,44,61.4,0,21,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Dortmund,Shinji Kagawa,23,JPN,RM,28-218,33,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,1,0,16,21,76.2,4,12,2,1,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Ante Rebić,4,CRO,FW,24-030,90,0,0,0,0,4,1,0,0,42,2,0,1,0.5,0.5,0.7,6,2,17,24,70.8,5,23,5,4,2,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Branimir Hrgota,31,SWE,CB,24-282,32,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,6,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Carlos Salcedo,13,MEX,WB,24-022,54,0,0,0,0,1,1,0,0,32,0,0,0,0.0,0.0,0.0,2,0,23,27,85.2,0,11,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,David Abraham,19,ARG,CB,31-098,90,0,0,0,0,0,0,0,0,52,4,4,1,0.0,0.0,0.0,0,0,17,38,44.7,4,18,0,2,2,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Jetro Willems,15,NED,WB,23-205,90,0,0,0,0,0,0,0,0,59,2,3,2,0.0,0.0,0.1,3,0,32,50,64.0,2,28,1,2,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Kevin-Prince Boateng,17,GHA,CM,30-229,90,0,0,0,0,2,0,1,0,46,0,1,3,0.0,0.0,0.0,3,1,23,29,79.3,6,19,0,3,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Lukáš Hrádecký,1,FIN,GK,27-331,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,18,34,52.9,0,20,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Makoto Hasebe,20,JPN,CB,33-276,90,0,0,0,0,0,0,0,0,26,0,0,3,0.0,0.0,0.0,0,0,14,16,87.5,1,7,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Marco Russ,23,GER,CB,32-078,58,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,1,0,14,16,87.5,2,4,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Marius Wolf,27,GER,AM,22-147,75,1,0,0,0,2,2,0,0,37,2,0,1,0.6,0.6,0.1,2,0,13,22,59.1,2,24,4,6,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Mijat Gaćinović,11,SRB,CM,22-255,90,0,1,0,0,1,1,1,0,45,1,5,2,0.3,0.3,0.8,4,1,19,35,54.3,3,17,1,2,1,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Sébastien Haller,9,CIV,FW,23-121,90,1,0,1,1,3,1,0,0,38,2,1,0,1.0,0.2,0.0,3,0,13,25,52.0,6,25,1,3,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Taleb Tawatha,33,ISR,AM,25-122,15,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Eint Frankfurt-Dortmund,Eintracht Frankfurt,Timothy Chandler,22,USA,WB,27-206,36,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,8,18,44.4,3,5,1,0,0,52768be0
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Bernd Leno,1,GER,GK,25-231,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,18,31,58.1,0,21,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Joel Pohjanpalo,17,FIN,RW,23-038,12,1,0,0,0,2,1,0,0,5,0,0,1,0.4,0.4,0.0,0,0,0,1,0.0,0,2,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Jonathan Tah,4,GER,CB,21-252,90,0,0,0,0,0,0,0,0,45,0,1,2,0.0,0.0,0.0,2,0,33,40,82.5,4,35,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Julian Baumgartlinger,15,AUT,DM,29-292,90,0,0,0,0,0,0,0,0,55,1,2,2,0.0,0.0,0.0,0,0,47,51,92.2,4,40,0,1,1,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Julian Brandt,10,GER,FW,21-172,45,1,1,0,0,1,1,0,0,35,2,0,0,0.1,0.1,0.3,4,2,26,29,89.7,3,29,2,2,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Kai Havertz,29,GER,AM,18-132,90,0,3,0,0,1,0,0,0,38,1,0,0,0.1,0.1,0.5,4,4,28,35,80.0,5,26,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Karim Bellarabi,38,GER,LW,27-196,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Kevin Volland,31,GER,RW,25-083,78,1,0,0,0,1,1,0,0,21,1,0,1,0.3,0.3,0.1,1,0,12,18,66.7,1,15,2,1,1,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Lars Bender,8,GER,DM,28-177,90,0,0,0,0,0,0,0,0,51,8,1,3,0.0,0.0,0.0,1,0,30,39,76.9,2,28,0,3,3,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Leon Bailey,9,JAM,LW,20-073,83,1,0,0,0,3,1,0,0,37,1,0,0,0.3,0.3,0.2,3,1,19,30,63.3,3,24,2,1,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Lucas Alario,13,ARG,FW,25-013,45,0,0,0,0,1,1,0,0,14,0,0,2,0.0,0.0,0.0,1,0,8,11,72.7,1,8,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Panagiotis Retsos,3,GRE,RB,19-073,90,0,0,0,0,0,0,0,0,59,1,1,3,0.0,0.0,0.2,2,1,35,47,74.5,4,33,0,1,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Sven Bender,5,GER,CB,28-177,90,1,0,0,0,2,1,0,0,52,2,1,2,0.4,0.4,0.1,1,0,39,41,95.1,3,34,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Bayer Leverkusen,Wendell,18,BRA,LB,24-093,90,0,1,0,0,1,0,0,0,77,4,2,4,0.1,0.1,0.4,4,1,46,62,74.2,7,40,4,2,2,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Denis Zakaria,8,SUI,CM,20-335,90,0,0,0,0,0,0,1,0,74,2,3,1,0.0,0.0,0.0,1,0,53,61,86.9,5,42,2,4,2,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Fabian Johnson,19,USA,LM,29-314,64,1,0,0,0,2,1,0,0,20,2,0,1,0.5,0.5,0.6,2,0,7,14,50.0,0,7,1,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Ibrahima Traoré,16,GUI,"RM,LM",29-183,26,0,0,0,0,4,1,0,0,24,2,0,0,0.3,0.3,0.0,2,0,14,17,82.4,3,13,1,2,1,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Jannik Vestergaard,4,DEN,CB,25-079,90,0,0,0,0,1,0,1,0,84,1,1,1,0.1,0.1,0.0,0,0,68,76,89.5,3,43,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Jonas Hofmann,23,GER,CM,25-099,25,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,5,1,2,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Lars Stindl,13,GER,FW,29-056,83,0,0,0,0,3,0,0,0,64,1,0,2,0.1,0.1,0.0,7,1,47,55,85.5,10,29,1,2,1,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Matthias Ginter,28,GER,CB,23-275,90,0,0,0,0,0,0,0,0,96,0,1,1,0.0,0.0,0.0,0,0,83,92,90.2,9,64,1,2,2,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Mickaël Cuisance,27,FRA,CM,18-066,65,0,0,0,0,0,0,0,0,49,1,0,1,0.0,0.0,0.0,2,0,35,43,81.4,3,25,1,8,5,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Nico Elvedi,30,SUI,RB,21-021,90,0,0,0,0,0,0,1,0,74,1,4,1,0.0,0.0,0.6,5,0,56,68,82.4,1,30,2,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Oscar Wendt,17,SWE,LB,31-362,90,0,0,0,0,1,0,0,0,49,1,2,2,0.1,0.1,0.0,0,0,34,40,85.0,1,16,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Patrick Herrmann,7,GER,FW,26-251,7,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Raffael,11,BRA,FW,32-207,90,0,0,0,0,3,0,0,0,51,3,0,1,0.5,0.5,0.3,6,0,34,40,85.0,3,17,1,5,3,f569cb4c
GER-Bundesliga,1718,2017-10-21 Gladbach-Leverkusen,Mönchengladbach,Thorgan Hazard,10,BEL,"RM,LM",24-206,90,0,1,0,0,4,1,0,0,53,2,0,2,0.8,0.8,0.5,6,1,31,41,75.6,7,21,2,2,0,f569cb4c
